Index,Date,BTCAED,BTCARS,BTCAUD,BTCBRL,BTCCAD,BTCCHF,BTCCLP,BTCCNY,BTCCOP,BTCCZK,BTCDKK,BTCDOP,BTCEUR,BTCGBP,BTCHKD,BTCHRK,BTCHUF,BTCINR,BTCIDR,BTCIRR,BTCJPY,BTCKES,BTCKZT,BTCMAD,BTCMXN,BTCMYR,BTCNGN,BTCNOK,BTCNZD,BTCPEN,BTCPHP,BTCPKR,BTCPLN,BTCRON,BTCRUB,BTCSAR,BTCSEK,BTCSGD,BTCTHB,BTCTRY,BTCTZS,BTCUAH,BTCUSD,BTCVEF,BTCVND,BTCZAR
67,6/14/2014,2357.14,7005.81,661.21,1577.83,667.66,563.31,317142.91,3537.86,1143030.08,12258.45,3458.31,22020.67,455.49,351.1,4445.05,3608.65,137425.84,35597.18,7863433.33,18156669.57,84246.99,52075,,5800,7902.47,2028.64,90719.7,3778.05,712.1,2117.65,24803.8,65075.25,1707.78,1900.85,21230.55,2557.5,4060.84,735.38,18404.24,1460.98,,8002.71,658.55,45513.11,10666388.89,6371.29
68,6/21/2014,2365.09,6689.5,644.26,1448.29,655.69,533.96,332073.87,3790.25,1118935.68,11944.33,3227.38,22109.33,438.75,342.02,4686.09,3433.42,153830.48,36088.13,7740363.06,18814024.16,64264.86,50954.79,,5780,7871.47,1962.25,86574.24,3586.06,692.79,2026.79,25761.01,67176.36,1667.5,1966.93,21000.84,2550,4135.1,773.6,18323.04,1537.01,,7938.75,638.74,47912.5,11278539.04,5930.75
69,6/28/2014,2327.43,7110.04,675.26,1475.05,695.9,560.53,355949.49,4063.38,1265163.41,13008.26,3565.33,22197.99,468.05,379.85,4898.55,3957.48,150326.11,37800.12,7617292.78,19471378.74,68964.13,53856,,5760,8413.12,2106.75,100229.93,3932.31,764.07,2271.79,26181.39,69277.46,1781.59,2048.05,22344.42,2537.61,4397.43,883.48,19871.37,1613.04,,7874.79,681.6,45889.45,11890689.18,6694.5
70,7/5/2014,2179.56,7325.46,669.16,1440.9,686.41,596.33,352151.89,3885.64,1245611.75,12576.86,3683.33,22286.65,470.04,372.57,4706.07,3810.12,144554.55,36858.49,7494222.51,20128733.33,67758.11,54519.35,,5740,8318.02,2018.28,101075,3948.21,733.14,2032.11,27321.79,71378.57,1811.32,1907.74,22562.43,2525.21,4376.33,865.46,19781.76,1618.18,,7810.83,668.79,47097.22,12502839.33,6904.04
71,7/12/2014,2254.84,7208.93,669.37,1480.2,701.96,596.75,348639.45,3937.24,1233250.77,12347.99,3619.77,22375.32,469.05,376.61,4679.76,3463.57,151130.14,38225.19,7371152.23,19773100,68395.53,54041.94,,5720,8280.92,2043.94,116850,3791.92,722.59,1996.06,27347.16,71296.43,1796.02,1980.16,22683.88,2549.31,4341.7,866.33,19289.18,1457.14,,7746.88,662.46,48305,13114989.47,6891.87
72,7/19/2014,2330.12,7280.83,661.86,1448.59,694.82,569.22,357149,3800.78,1153400.19,12310.6,3718,22463.98,466.27,367.68,4881.77,3771.76,148386.61,36338.96,7248081.96,19417466.67,67731.67,54238,,5700,8101.13,2012.86,96730.77,3895.5,713.55,2107.43,25858.82,71214.29,1801.1,1920.06,22428.01,2446.5,4346.34,760.83,18956.9,1440.26,,7682.92,657.57,42576.79,13727139.62,6812.12
73,7/26/2014,2184.33,7272.12,640.06,1388.21,677.04,555.59,332537.08,3526.52,1031096.73,11953.33,3489.27,22552.64,447.09,352.6,4655.74,3647.93,148576.07,35707.62,7125011.68,18867900,55226.14,51194.87,,5680,7811.2,1977.67,107234.38,3603.72,689.81,1916.35,24069.16,69553.68,1726.81,1935.02,21620.69,2343.7,4210.14,811.95,17962.61,1423.38,,7618.96,634.87,48496.15,14339289.77,6534.76
74,8/2/2014,2211.52,7153.91,642.9,1462.12,673.82,565.86,337610.78,3522.82,1141187.72,11865.85,3470.33,22641.3,446.6,350.98,4494.1,3632.19,152019.49,36237.53,7001941.41,15913119.97,56027.95,51134.94,,5660,7803.53,1996.06,101425,3688.07,701.67,2110.67,26194.19,67893.07,1733.3,1882.64,21745.92,2240.9,4162.1,756.95,18436.3,1406.49,,7555,637.01,47017.2,14951439.91,6407.83
75,8/9/2014,2042.81,6654.11,621.56,1395.5,625.61,535.59,322970.37,3425.38,1039134.92,11645.66,3275.73,22729.97,434.67,334.36,4178.37,3404.15,138629.03,35754.28,6878871.14,16059957.22,49335.1,47521.6,,5640,7360.01,1906.15,92685.71,3560.81,642.77,1797.23,24460.52,66232.46,1798.68,1779.88,19760.67,2138.1,3897.7,745.28,17285.66,1389.61,,7491.04,594.3,46110,11278305.27,5982.92
76,8/16/2014,1987.38,6285.69,553,1265.42,575.88,481.33,297290.13,3011.54,1042412.26,10410.75,3159.62,22818.63,389.27,311.91,3795.42,3078.21,132990.64,31453.73,6755800.86,14837173.45,56790,42288.61,,5620,6681,1714.79,90028.57,3130.48,601.61,1637.55,20267.63,64571.86,1501.99,1621.98,18878.22,2108.59,3706.51,639.23,15580.37,1372.73,,7276.76,553.39,46496.96,12561367.27,5443.15
77,8/23/2014,1800.7,6898.77,559.13,1234.35,576.84,493.89,320191.3,3097.4,964860.38,10522.38,3096.65,22907.29,391.77,310.83,3721.34,2962.74,122745.65,32631.18,6632730.59,13614389.68,52417.36,45281.6,,5600,6710.66,1719.81,80300,3232.72,621.85,1713.64,21282.27,62911.25,1557.81,1682.35,19001.93,2079.09,3700.76,689.35,15993.36,1376.64,,7062.48,556.38,44587.18,12054161.61,5573.01
78,8/30/2014,1770.93,6743.29,527.96,1137.94,560.18,465.56,304891.08,2901.69,945174.29,10299.14,2947.88,22995.95,382.62,299.83,3560.08,2938.41,124862.65,30853.2,6509660.31,13540562.82,47834.16,42762.11,,5580,6349.85,1627.13,76137.5,3072.17,587.5,1650.53,20238.69,61250.64,1560.93,1594.79,18457.2,2046.03,3528.95,670.81,15067.24,1380.56,,6848.2,539.71,45429.27,11546955.95,5448.45
79,9/6/2014,1751.67,6683.1,525.96,1173.43,553.82,474.66,304544.97,2912.63,967880.23,10077,3144.12,23084.62,385.98,296.98,3516.8,2977.84,125368.54,29341.15,6386590.04,15439034.69,54023.7,39562.14,,5560,6315.82,1589.28,72067.36,3081.29,594.77,1593.68,20347.03,59590.03,1525.34,1594.47,18618.98,2012.96,3512.54,666.91,14831.33,1335.47,,6633.91,541.48,41141.14,11039750.3,5578.82
80,9/13/2014,1702.54,6231.13,509.12,1145.53,507.4,462.38,291635.55,2809.89,887353.8,9821.75,2523.91,22466.67,375.23,280.85,3356.3,2905.41,117079.22,28907.34,6263519.76,14319950.41,51139.8,39327.66,,5540,5931.21,1496.9,67997.22,3057.31,561.74,1525.39,20328.52,57929.43,1423.18,1554.65,17634.12,1870.77,3359.12,530.41,13963.69,1290.38,,6419.63,498.09,42951.48,10532544.64,5443.44
81,9/20/2014,1518.93,5825.13,473.69,1058.93,482.53,416.95,278726.13,2494.83,841938.18,9113.89,2777.78,20889.58,338.48,255.71,3062.79,2611.4,104058.57,25683.43,6140449.49,13200866.13,52791.18,34706.25,,5520,5538.76,1680.74,70608.68,2706.45,529.32,1356.65,18614.91,56268.82,1328.15,1330.45,16012.38,1728.57,3229.85,584.38,13033.44,1228.35,,6205.35,462.05,39100,10025338.99,4938
82,9/27/2014,1423.46,5322.66,444.09,1040.91,443.14,386.75,242206.28,2257.99,786554.59,8337.86,2354.38,19312.5,311.76,243.41,2830.47,2437.7,109968.1,24141.81,6017379.21,12081781.84,46194.7,34072.37,,5500,5138.54,1262.7,73220.14,2538.45,497.51,1216.82,17825.53,54608.21,1254.67,1298.86,15017.11,1606.77,3085.15,537.28,11879.88,1166.32,,5991.06,418.86,35331.34,9518133.33,4590.83
83,10/4/2014,1304.72,4733.67,412.35,913.56,410.49,351.35,232684.38,2062.42,750434.42,8086.3,2181.13,19011.36,287.95,227.49,2544.64,2282.31,93330.54,21740.95,5894308.94,10142398.31,33733.06,29473.53,,5421.36,4836.03,1231.15,75831.6,2282.99,464.53,1157.18,14763.75,52947.6,1123.92,1172.28,14166.58,1562.37,2731.13,478.03,10951.62,1104.29,,5776.78,388.8,36529.28,9377344.34,4580.33
84,10/11/2014,1464.61,5149.15,472.93,1027.73,450.98,376.3,230467.1,2371.37,835920.76,8498.05,2336.76,18710.23,314.93,250.93,2879.57,2520.61,88540.67,24374.98,5771238.66,11668814.9,69877.78,33120,,5342.72,5322.05,1312.61,78443.06,2616.22,494.1,1318.99,18534.08,51287,1268.26,1347.43,15986.17,1517.96,3040.98,556.05,12278.88,976.92,,5562.5,428.1,37928.51,9246680.76,4968
85,10/18/2014,1397.95,5196.98,462.47,1004.84,445.61,380.84,224107.02,2328.49,767937.35,10212.35,2456.89,18409.09,312.66,244.33,2817.31,2489.12,90847.2,23659.54,5648168.39,12350961.84,46940,42764.58,,5264.09,5187.06,1306.03,81054.51,2618.65,483.68,1290.99,16651.22,49626.39,1289.74,1251.66,15730.86,1473.55,2932.97,492.65,11887.51,1034.62,,5348.21,411.52,37678.45,9116017.19,4385.13
86,10/25/2014,1267.65,4709.65,433.13,972.9,411.54,354.98,205448.59,2158.63,735291.11,7569.88,2202.69,16492.31,285.22,228.7,2609.46,2134,95574.34,21221.94,5525098.11,11476224.9,43657,31852.94,,5185.45,4809.77,1207.14,83665.97,2366.28,451.59,1195.76,15431.69,47965.78,1148.22,1112.25,15142.06,1429.14,2774.64,476.69,10981.99,1092.31,,5087.12,382.37,37234.36,8985353.62,4184.52
87,11/1/2014,1229.76,4496.63,417.94,965.22,391.45,335.67,203573.19,2052.94,729007.2,8269.16,2333.33,16292.85,276.26,219.42,2583.8,2096.53,89241.07,21562.26,5410234.19,11278867.18,41901.01,29657.93,,5106.81,4686.56,1203.62,86277.43,2316.95,436.49,1156.38,15774.82,46305.17,1091.72,1040.15,15662.49,1425.22,2638.91,479.14,10716.7,1150,,5055.92,367.21,33963.4,8854690.04,3842.54
88,11/8/2014,1494.27,4914.16,460.89,1074.66,457.49,373.85,237448.13,2357.85,791900.92,9235.25,2561.82,16093.4,311.08,249.64,2797.61,2450.12,108316.01,23355.14,5295370.26,11081509.45,48820.98,35800,,5028.17,5507.39,1340.36,88888.89,2633.83,509.97,1300.45,17219.92,44644.56,1234.77,1269.27,18454.22,1421.29,2995.57,550.24,12313.51,1002.94,,6706.3,423,41258.28,8724026.47,4492.63
89,11/15/2014,1512.74,4553.17,453.3,1037.7,447.59,384.36,221294.29,2258.07,814450.53,8955.13,2580.91,15893.95,320.01,242.23,2623.15,2555.16,100386.84,23433.21,5180506.34,10884151.73,53552,34381.87,,4949.54,5198.7,1329.57,73754.15,2556.67,511.97,1222.19,17397.17,42983.96,1165.35,1219.8,17650.51,1417.36,2960.35,498.67,12208.34,978.79,,7673.49,404.64,45076.96,8593362.9,4345.41
90,11/22/2014,1482.7,4714.48,456.27,1021.66,448.04,367.78,239857.53,2215.9,794895.44,8831.42,2600,15694.5,301.46,249.11,2746.71,2511.08,102704.69,23844.41,5065642.42,10785440.3,52870.16,34148,194086.43,4870.9,5263.32,1294.28,69688.65,2584.48,496.59,1335.27,16151.29,41323.35,1247.75,1233.52,17678.66,1567.82,2894.66,515.37,12183.96,989.43,,6510.34,407.53,49921.57,8462699.32,4090.9
91,11/29/2014,1394.45,4610.48,473.78,1033.31,437.99,373.8,244780.28,2254.79,837673.23,8759.3,2485.09,15495.04,306.84,245.75,2786.77,2467.33,90726.52,23123.16,4950778.49,10686728.86,52188.32,33904.35,164005.21,4792.26,5486.44,1340.62,70608.61,2700.74,502.41,1322.13,17077.61,39662.74,1206.67,1224.23,19863.54,1414.77,2888.62,538,12311.19,1000.07,,6866.67,405.51,60321.32,8332035.75,4417.4
92,12/6/2014,1361.31,4263.76,464.36,993.07,430.72,370.96,227585.96,2136.71,837511.4,8342.27,2370.18,15295.59,297.18,238.19,2650.6,2384.26,92915.22,22568.34,4835914.57,10588017.43,49885.52,33839.53,133923.98,4713.62,5283.84,1250.81,71528.57,2687.29,470.19,1284.16,16025.08,38002.13,1177.45,1236.75,19770.51,1325.89,2849.91,494.83,11542.6,1010.71,,6733.85,386.32,64314.78,8201372.18,4223.91
93,12/13/2014,1214.33,4148.57,439.18,1001.6,399.28,327.69,215945.35,1990.86,817942.58,7334.75,1394.66,15096.14,277.86,218.46,2493.94,2154.59,88397.85,21791.88,4721050.64,10489306,47582.72,31120,103842.76,4634.98,5023.6,1178.32,57636.67,2591,446.35,1141.82,14967.57,36341.53,1105.36,1153.44,21190.95,1175.19,2646.46,472.74,11115.52,860.56,,6403.42,359.83,62965.77,8070708.6,4114.25
94,12/20/2014,1277.78,3999.95,431.4,951.78,413.58,339.04,228725.37,1989.08,780945.39,7294.85,2542.22,14896.68,274.01,214.54,2472.24,2060.96,83644.07,22076.5,4606186.72,12070005.88,45697.18,29962.76,73761.54,4556.35,5132.69,1210.15,59403.71,2537.26,431.76,1135.09,14636.22,34680.92,1093.01,1090.93,19227.97,1200.55,2641.71,427.52,11013.36,815.23,,6082.61,361.5,60713.27,7940045.03,4052.89
95,12/27/2014,1239.83,3908.88,424.02,894.46,378.79,332.1,206872.89,1933.02,745467.66,6970.59,2256.74,14697.23,267.38,209.21,2350.44,2109.91,88266.07,20374.47,4491322.79,11280786.8,37750.98,28898.9,87381.43,4477.71,4945.37,1137.28,61170.75,2444.83,424.11,1115.52,14039.69,33020.31,1116.11,1082.28,19496.51,1274.52,2580.39,415.02,10249.25,769.9,,6458.05,344.21,58276.49,7809381.45,3838.32
96,1/3/2015,1090.89,3570.54,367.29,863.77,343.44,300.57,184067.08,1702.94,686316.53,6975.78,1971.26,14497.78,247.17,197.66,2202.05,1976.2,75415.41,18263.86,4376458.87,10491567.73,29804.78,32316.39,101001.33,4399.07,4348.71,1038.91,62937.79,2265.54,385.63,1029.42,13097.47,31359.7,1037.71,1021.78,18491.86,1158.33,2487.02,390.68,9283.76,724.56,,6833.5,308.87,52360.51,7678717.88,3533.65
97,1/10/2015,868.53,2974.83,308.87,680.87,272.05,227.97,150255.28,1409.53,492110.94,5949.9,1678.45,14298.33,207.01,154.12,1708.24,1585.21,72796.27,15579.39,4261594.94,9702348.65,21858.58,25501.37,114621.23,4320.43,3408.74,900.98,57306.63,1865.28,300.25,832.66,9903.16,29699.1,819.4,817.59,15426.62,1089.83,2048.35,351.59,6652.51,819.43,,6570.06,247.25,42612.02,7548054.31,2685.02
98,1/17/2015,855.3,2928.42,297.3,652.82,283.33,191.44,148969.41,1392.67,536179.99,5489.35,1744.58,14098.87,194.71,151.89,1658.73,1545.38,67616.8,14105.41,4146731.02,8009050,25681.78,28309.88,128241.12,4241.8,3448.74,899.79,51675.47,1793.52,321.83,814.94,10262.2,28038.49,819.4,837.4,15182.86,1021.32,1889.63,320.55,6960.22,649.66,,5719.01,246.78,41788.55,7417390.73,2717.04
99,1/24/2015,947.1,3370.51,332.64,692.87,317.89,221.28,165187.85,1480.01,623376.69,6403.63,1810.71,13899.42,228.4,176.6,1811,1896.03,70338.59,15726.69,4031867.09,8128900.8,25645.22,29152.71,141861.02,4163.16,3862.05,939.43,46044.31,2083.63,369.1,795.37,10984.22,26377.88,904.65,903.23,17261.89,1104.35,2254.97,403.94,7999.03,745,,4867.97,271.74,46059.23,7286727.16,3018.98
100,1/31/2015,841.82,3067.82,307.85,633.28,292.59,225.67,150269.77,1405.19,547713.9,5673.17,1611.11,13699.97,204.64,157.01,1620.62,1604.67,67874.26,14791.15,3917003.17,8054360,35051.17,22424.54,155480.92,4084.52,3550.32,874.18,40413.16,1874.99,331.02,798.19,10150.23,24717.27,834.25,831.75,16003.34,997.33,2014.71,334.18,7344.73,768.63,,4733.33,250.15,42718.45,7156063.59,2958.5
101,2/7/2015,844.68,2925.09,306.55,717.52,293.87,215.5,155280.67,1387.57,535389.6,5831.85,1900,13500.51,200.27,153.54,1596.58,1516.91,63412.45,14511.46,3802139.25,7054474.68,34674.86,22977.81,169100.81,4005.88,3534.29,843.53,42203.29,1839.59,327.02,741.21,10315.41,23056.67,815.46,846.46,15460.62,1016.4,1928.26,336.42,7200.37,738.28,,5392.4,247.31,41695.42,7025400.01,2818.92
102,2/14/2015,959.68,3071.62,321.86,696.66,303.39,229.8,150222.8,1458.62,573641.33,5959.63,1985.71,13301.06,211.45,160.53,1742.51,1658.86,65543.87,15385.42,3687275.32,7704149.23,34475.47,23914.5,182720.71,3927.24,3768.26,866.12,44154.67,1897.17,340.43,746.99,10884.99,24245.19,847.48,896.6,15052.32,1018.67,2060.1,364.92,7647.7,800,536200,6000.23,266.58,43777.74,6894736.44,2973.66
103,2/21/2015,941.3,2993.23,324.36,718.88,303.64,230.24,156203.25,1469.59,585216.64,5948.89,1813.99,13101.61,214.41,160.8,1751.49,1781.26,69314.13,15593.31,3572411.4,8794103.47,34276.07,23970.41,168483.63,3848.61,3726.72,898.18,48614.41,1860.93,329.45,850.43,11017.62,25433.72,853.67,900.85,15481.95,998,2138.49,364.8,7668.22,851.09,536805.88,7570.71,269.35,45952.24,6764072.87,3040.47
104,2/28/2015,1022.35,3382.34,365.93,812.88,337.72,259.9,168096.07,1715.72,675394.48,6469.65,1898.87,12902.16,237.86,180.39,1958.69,1900.89,78794.61,16639.19,3457547.47,8357204.68,38371.03,28703.19,154246.55,3769.97,4275.24,988.11,51897.06,2143.88,376.16,817.54,11988.8,29197.56,931.13,1011.55,16873.03,1040,2302.01,362.59,8358.16,800,537411.76,7308,296.83,63214.07,6633409.29,3247.12
105,3/7/2015,1074.96,3498.55,391.19,924.63,373.71,290.51,193309.36,1801.2,757412.4,7119.46,1983.75,12702.7,267.19,200.4,2097.93,2173.21,84773.32,17918.8,3342683.55,8238823.53,37732.09,31416,140009.47,3691.33,4735.2,1072.6,53256.5,2345.03,402.62,902.68,12836.1,31036.11,1068.34,1135.07,17832.09,1194.05,2486.77,388.14,9165.53,835.14,538017.65,7342.5,316.32,75009.15,6502745.72,3674.58
106,3/14/2015,1121.64,3280.95,381.08,915.52,358.28,290.56,182000,1768.43,704240.35,6694.22,2068.63,14632.16,263.46,191.54,1853.45,2114.4,86014.63,17545.09,3227819.62,8120442.37,37093.15,28734.99,125772.39,3612.69,4484.46,1050.68,54615.95,2381.6,393.04,857.28,12329.54,29223.32,1035.42,1073.16,17280.49,1112.02,2504.94,415.63,8795.1,858.97,538623.53,6186.4,300.83,72895.01,6372082.15,3630.83
107,3/21/2015,1007.19,3087.97,345.94,864.27,325.37,263.59,185125.93,1608.28,636070.64,6451.45,2023.83,13493.73,242.92,178.46,1840.52,1936.32,75579.8,16051.68,3112955.7,7663928.68,36454.21,28762.62,111535.32,3534.06,4291.17,971.27,51737.74,2110.79,356.84,846.17,11985.17,27410.53,952.64,1009.77,15495.87,1030,2298.28,355.91,8336.79,776.72,539229.41,6372.71,280.87,65020.27,6241418.57,3205.29
108,3/28/2015,1022.76,2989.13,338.96,841.01,313.75,250.05,174689.47,1585.15,632545.47,6008.27,2033.01,12355.3,235.23,172.79,1814.9,1817.8,68885.68,15606.4,2998091.77,7207414.99,35815.27,27495.02,97298.24,3455.42,3992.84,956.2,49595.76,2018.92,337.12,834.47,11640.43,25597.73,915.45,975.98,14902.64,1049.35,2232.14,360.47,7909.94,781.18,539835.29,6665.59,276.47,64385.02,6110755,3247.47
109,4/4/2015,998.8,2952.5,342.79,814.66,316.1,250.61,164318.34,1565.04,631144.56,6258.63,1917.35,11216.86,234.63,172.93,1868.52,1823.18,69800.33,16104.5,2883227.85,7401705.33,31827.25,25829.42,83061.16,3376.78,3935.26,934.23,46918.83,2030.01,345.45,863.69,11260.39,23784.94,933.14,976.57,14021.61,1002.25,2224.42,365.07,8118.98,785.64,540441.18,6956.96,275.48,65376.75,5974795.83,3301.22
110,4/11/2015,925.74,2609.51,315.39,744.46,295.82,229.15,148605.05,1454.25,605852.47,5740.72,1755.73,10078.43,221.76,158.9,1586.13,1702.62,67250.75,14501.04,2768363.92,6711049.13,36076.13,24364.04,68824.08,3298.14,3637.11,874.75,46610.36,1898.85,303.55,853.9,10304.81,26281.58,907.01,884.36,12229.17,955.15,2050.93,319.55,7351.42,751.98,542351.77,5584.46,257.54,70613.18,5838836.67,3305.35
111,4/18/2015,959.61,2780.43,307.26,732.11,291.09,224.7,158265.22,1450.07,596690.01,5888.06,1812.12,8940,218.72,160.14,1622.05,1663.59,65300.58,14851.19,2653500,6679318,40325,23412.43,54587,3219.5,3771.65,852.69,48614.29,1901.97,312.02,856.11,10048.78,25596.35,867.68,910.99,12507.45,954.84,2073.83,298.55,7430.22,708.05,544262.37,6041.04,260.06,68890.56,5702877.5,3430.81
112,4/25/2015,917.88,2698.79,298.85,714.56,294.84,236.87,153682.39,1401.34,550745.18,5614.74,1674.81,11954.55,211.88,155.34,1584.12,1661.82,63574.66,14660.42,2544033.33,7934255.15,38849.67,23719.62,53882.87,3140.87,3719.76,843.77,41375,1838.6,308.44,820.28,10553.94,24911.11,807.94,877.59,12313.84,971.3,2017.7,314.82,7122.29,585.46,546172.97,5825.2,256.91,68200.96,5566918.33,3765.34
113,5/2/2015,940.11,2848.78,306.82,729.47,295.54,221.08,150374.54,1492.2,578010.49,5671.76,1745.66,12224,213.45,159.37,1636.24,1685.51,68684.84,14917.43,2707429.17,7922047.22,37374.33,26242.09,53178.73,3062.23,3819.66,880.17,52698.11,1827.47,325.3,863.82,10766.57,22907.14,834.86,899.46,12654.79,987.76,2091.99,326.66,7589.78,777.98,548083.56,5214.67,263.68,69417.15,5430959.17,4165.86
114,5/9/2015,990.32,2835.1,312.15,725.29,302.67,224.88,158176.47,1525.42,569872.53,5693.38,1721.86,12190,216.28,157.84,1726.84,1675.55,68771.77,15085.84,2870825,7650128.01,35899,25240.02,52474.6,2983.59,3813.88,886.63,52663.41,1849.3,332.96,873.36,10715.44,22952.5,834.74,909.06,12474.55,1004.22,2095.22,321.59,7810.42,808.09,552484.62,5366.7,265.85,72084.97,5295000,3776.72
115,5/16/2015,974.6,2892.22,312.62,735.24,296.35,214.69,149207.71,1490.05,584208.29,5696.19,1537.64,12156,215.73,154.12,1852.82,1629.05,63165.47,14862.58,3795068.75,7725739.1,70928.57,25473.15,51770.47,2904.95,3784.14,859.16,49541.43,1825.33,331.79,826.05,10429.44,22997.86,823.17,889.19,12000.35,964.05,2045.61,317.46,7820.4,791.98,549161.11,5140.22,260.72,87722.08,5555555.56,3421.36
116,5/23/2015,984.62,2938.31,322.06,752.63,300.44,220.4,149641.06,1510.65,583114.66,5843.69,1872.54,12403.08,220.36,158.05,1782.09,1725.67,71081.95,15008.47,3649836.41,7570077.48,26877.2,26073.03,52535.35,2826.32,3832.33,890.03,51242.4,1871.16,341.54,747.66,10625.21,23256.86,841.05,914.24,12445.25,909.02,2137.55,325.78,7849.37,730.83,560528,5220.89,261.01,97493.65,5301013.5,3301.89
117,5/30/2015,849.03,2789.09,313.18,728.42,283.25,218.89,148059.05,1424.18,561108.05,5625,1654.55,12650.15,209.99,152.99,1595.97,1629.26,67878.68,14616.09,3504604.07,7414415.85,43478.18,24471.2,53300.23,2747.68,3836.31,874.82,45405.33,1870.71,333.83,810.05,10062.84,21654.72,836.6,854.21,12568.42,854,2038.4,324.33,7702.63,705.49,657750,4612,250.07,99002.55,5046471.44,3337.68
118,6/6/2015,893.78,2794.07,321.25,743.95,287.84,222.73,155981.69,1409.11,584339.83,5569.2,1704.62,12897.23,211.17,153.35,1826.48,1596.84,69502.23,14658.93,3359371.74,7411215.33,42432.56,24348.93,54065.12,2669.04,3786.46,896.58,44881.57,1831.75,337.07,762.96,10339.84,23251.68,810.15,867.6,12926.96,922.36,2010.48,327.89,7742.49,744.48,644531.25,4482.37,256.01,99436.31,4791929.38,3468.63
119,6/13/2015,1018.02,2985.05,331.79,769.01,305.26,232.66,161367.66,1535.9,627286.98,5801.27,1963.47,13144.31,220.49,160.65,1777.09,1711.55,72656.78,15504.87,3214139.4,7442414.45,45106.93,25802.74,54830,2590.4,3824.75,954.05,55080.79,1970.33,369.66,849.88,10828.51,23670.62,848.89,922.94,13544.33,976.97,2048.9,328.97,8393.06,729.74,631312.5,4987.85,270.31,104414.68,5016302.98,3693.95
120,6/20/2015,991.78,3048.46,332.52,777.76,302.72,233.51,167634.78,1521.88,610216.63,5785.09,1887.96,13391.38,220.5,160.7,1728.31,1710.18,77846.62,15523.85,3068907.06,7549896.05,45276.32,25416.76,54429.41,2511.76,3825.45,951.06,50568.14,2006.43,374.29,882.91,11153.99,23519.81,873,926.72,13745.86,1031.58,2058.47,334.21,8467.34,713.13,636943.59,5077.19,275.3,115268.23,5527900,3674.02
121,6/27/2015,1048.86,3327.18,355.26,844.05,324.25,247.73,183167.47,1596.25,648875.03,6167.85,1657.25,13638.46,232.16,169.77,1941.43,1857.38,82201.41,16134.75,3717175,7559550.97,47433.68,27325.4,59005.88,2433.13,4165.81,991.59,57438.91,2111.31,399.38,940.16,11649.71,24494.32,940.1,982.7,14395.12,959.88,2235.76,363.54,8685.32,704.22,634977.25,5344.27,293.26,120884.36,6039497.01,3666.25
122,7/4/2015,1165.13,3581.5,389.84,910.84,353.67,251.43,177136.43,1691.23,716444.4,6533.09,1980.73,13885.54,251.53,182.35,1930.5,1941.71,84540.24,17218.45,3942366.67,8839779.06,37473.98,29804.34,59916.61,2354.49,4539.47,1042.5,53500,2264.46,433.06,966.99,12402.39,25664.37,1005.99,1051.48,15898.83,1108.39,2385.11,381.33,9191.62,792,633010.91,6018.63,308.47,160428.94,6063651.59,3864.48
123,7/11/2015,1104.28,3821.23,419.5,950.73,378.45,282.99,200827.79,1815.8,751759.91,7061.78,2101.62,14132.62,262.11,191.77,2118.86,2085.33,89735.36,18028.29,4010173.07,9009354.05,54195.21,32355.75,60827.34,2275.85,4736.44,1124.1,57486.93,2453.34,460.98,1054.98,13332.66,28372.94,1070.85,1126.61,16668.52,1274.36,2553.76,413.03,9678.05,822.82,683400,6977.12,314.62,185596.28,6087806.18,4010.2
124,7/18/2015,1075.5,3885.44,398.41,961.92,373,271.02,194880.53,1764.36,743792.27,6930.22,2076.97,14379.69,259.51,185.36,2118.96,2044.69,86175.97,17617.53,4077979.48,8329499.6,55251.18,30744.06,61738.06,2197.21,4750.03,1116.19,65164.37,2375.41,449.77,981.62,12820.23,27128.78,1103.41,1094.5,16370.43,1088.32,2499.3,400.69,9081.48,847.88,725200,6388.69,307.22,177525.05,6111960.76,3848.47
125,7/25/2015,1118.24,4094.08,420.28,992.64,383.81,284.8,193627.15,1805.13,802154.3,6940.81,2119.23,14626.77,265.75,191.61,2065.94,2033.02,87998.83,18350.15,4145785.88,8687092.72,61696.07,31150.1,61128.24,2118.58,4847.54,1134.07,66830.11,2440.63,451.35,1091.95,13238.94,28386.36,1086.42,1114.48,17450.17,1222.41,2577.74,406.93,9678.35,842.86,703600,6573.29,321.03,181810.38,6136115.35,4067.29
126,8/1/2015,1092.36,4055.56,399.41,1004.27,371.18,273.78,183589.74,1739.38,758385.53,6663.67,2020.37,14873.85,264.39,187.07,2021.4,2053.63,85897.33,17917.18,3839600,8613207.95,37457.71,30599.05,60518.42,2039.94,4854.24,1106.03,58502.4,2428.09,441.08,975.68,12979.02,27129.93,1048.06,1089.07,17932.11,1145.58,2523.87,394.2,9758.17,851.65,672772.73,6203.28,313.14,181418.1,6302808.14,4043.37
127,8/8/2015,1019.07,3798.69,380.78,985.73,355.75,262.66,179118.55,1685.89,760705.69,6349.48,1948.65,15120.92,251.82,175.08,1933.89,1892.62,82434.03,16815.37,4719207.14,9174320,48567.39,29246.82,59850,1961.3,4600.15,1094.92,60344.72,2333.77,420.04,942.6,12311.1,26800.04,1000.02,1023.66,17563.63,1079.71,2351.27,384.58,9282.53,786.92,643553.75,5959.16,296.99,175291.01,6469500.92,3853.79
